ID	カード名	作成者	ステータス	種類	属性	ATC	DEF	レアリティ	デバフ効果（エフェクトのみ）	カード説明文（１００文字）	フィードバック
C404	ライティングボア	佐怒賀		キャラクター	光	200	200	R		高輝度プラズマ投光を放つ機械猪。暗い地下区画を一瞬で昼間に変え、迷路のような搬入ルートを安全に照らし出す。今日も重機を運ぶ職員たちを先導し、閉ざされた廃坑の奥へと道を開く。彼の進む先に、暗闇はないであろう。	OKです。
C405	ノクターンアイ	佐怒賀		キャラクター	闇	200	200	R		ガラスレンズの単眼を持つ警備アンドロイド。職員から侵入者の報告を受け取ると、地下通路を強制封鎖する。暗闇で赤いセンサーを明滅させ、冷たい排気音と共に無言の隔離を実行。閉ざされたハッチの向こうでは、歯車が軋む。	OKです。
C406	焔刃工・カイン	佐怒賀		キャラクター	火	200	200	R		赤熱する大太刀を握り、カインは敵の重鉄門を両断する。真鍮の刃から放たれる熱線が、接触した金属分子を融解させる。飛び散る火花と油煙の中、彼女の視線は一切の迷いなく、最前線の防衛網を静かに切り拓く。	OKです。
C407	水砲手・ガネット	佐怒賀		キャラクター	水	200	200	R		背負った真鍮の加圧タンクが唸りを上げる。ガネットが引き金を引くと、超高圧の水塊が重厚な鉄扉を粉砕するのだ。かつて故郷を焼いた炎を消すため、彼女は冷徹な水圧を武器にして、電子の街の闇を撃ち抜くのだ。	OKです。
C408	花粉の幻惑者・ポレン	佐怒賀		キャラクター	木	200	200	R		舞い散る花粉には、極小のセンサーが潜んでいる。吸い込んだ敵の視覚デバイスをハックし、鉄の壁を深い森の幻影へと書き換える。迷い込んだ侵入者を、彼女は無機質な瞳で見つめ、静かに迷宮の奥底へと誘い出す。	OKです。
C409	刃金の研磨師・ログ	佐怒賀		キャラクター	金	200	200	R		ナノ粒子を混ぜた特殊な砥石を使い、蒸気研磨機で職人たちの獲物を研ぎ澄ます。火花と共に磨き上げられた黄金の刃先は、物理的な装飾を脱ぎ捨て、電脳空間に張り巡らされた電子防壁さえもノイズと共に切り裂く。	OKです。
C410	岩砕の戦鎚・クゥー	佐怒賀		キャラクター	土	200	200	R		重振動を発生させる蒸気ハンマーを振るう防衛者。一撃で硬い岩盤を粉砕し、アジトの地形を自在に書き換える。小さな体で巨大な得物を操るその姿は、襲撃者にとって物理的な絶望と電脳的な脅威の象徴となっている。	OKです。
C411	電磁蒸気竜	佐怒賀		キャラクター	光	200	200	R		古びた真鍮の鱗にデジタルコードが刻まれた小型の竜。蒸気排出孔から漏れる青白い放電は、正常に稼働している証だ。高電圧の光で回路を安定させ、その咆哮は電子ノイズとなって地下施設の闇に溶けていくのだ。	OKです。
C412	夜勤の防壁兵	佐怒賀		キャラクター	闇	200	200	R		外部からの不正アクセスを物理的な「闇」で包み込み遮断する重装アンドロイド。職員のプライバシーと秘密を死守するが、同時に外界との通信も完全に断絶させる。その装甲からは、侵入者の視界を塞ぐ、黒い蒸気が常に漏れ出している。	OKです。
C413	溶岩歩行のビート	佐怒賀		キャラクター	火	200	200	R		立ち入り禁止区域である灼熱の最下層を高熱に耐える合金の脚で、歩む四足歩行機。動力炉から漏れ出す熱波は周囲の回路を焼き尽し、物理的に融解させるのだ。廃熱の空間に誰も来ない様に常に巡回をしているのだ。	OKです。
C414	雨降らしのギア	佐怒賀		キャラクター	水	200	200	R		局所的な冷却の雨を降らせる気象制御ロボット。オーバーヒートしたサイバー回路を即座に冷やし、システムの熱疲労を最小限に抑える。真鍮の隙間から噴霧される粒子が、秘密基地の湿度を最適に保ち続けている。	OKです。
C415	霧散の監視者	佐怒賀		キャラクター	木	200	200	R		緑の蒸気に紛れて浮遊する、半透明の偵察ロボット。歯車が回るたび、実体のないデジタルデータが周囲を巡る。侵入者の足跡を見つけては、周囲の人々に知らせて侵入者を追い詰めるのだ、アジトの平穏を影から守り続けているのだ。	OKです。
C416	電磁抜刀師・レノム	佐怒賀		キャラクター	金	200	200	R		超電導の合金刀を静かに引き抜く。溢れ出す蒸気が熱を奪い、過熱した回路を瞬時に冷却する。一閃が放たれるとき、物理装甲と電子防壁は等しく切り裂かれ、金の火花が舞う。静寂の中に高周波の駆動音だけが残る。	OKです。
C417	砂塵噴霧銃・イサ	佐怒賀		キャラクター	土	200	200	R		真鍮の銃口から放たれるのは、電子を喰らう特殊な砂塵。彼が引き金を引くたび、最新鋭の義体も歯車も砂に噛みつき、音を立てて停止する。枯れた砂の匂いが漂うとき、標的の回路はすでに砂嵐に飲み込まれている。	OKです。
C418	昇華破砕・ソリッド	佐怒賀		キャラクター	光	200	200	R		巨大な紫外線重火器を背負う、戦闘員。蒸気機関の熱量と光子エネルギーを同期させ、照射対象の分子結合をバラバラにする。彼女が引き金を引けば、あらゆる障害物は音もなく白い塵となり、光の粒子と共に消え去る。	OKです。
C419	重圧掌・ギガ	佐怒賀		キャラクター	闇	200	200	R		巨大な黒鉄の手甲に蒸気を溜め、不可視の衝撃波で標的を粉砕する。彼女が放つ一撃は、鉄扉も肉体も等しく塵へと変える。かつて家族を奪った軍事拠点を壊滅させた少女の拳には、今も消えない怨嗟の黒い煙が宿る。	OKです。
C420	熔解双爪・ディグ	佐怒賀		キャラクター	火	200	200	R		赤熱する双爪で、重厚な装甲をバターのように切り裂く少年。切断面を瞬時に焼き潰し、防衛システムの自己修復さえも無効化する。冷徹な演算に基づき、アジトの急所である中枢配線を確実に、熱く、抉り取るだろう。	OKです。
C421	ミストウォーカー	佐怒賀		キャラクター	水	200	200	R		蒸気機関の排熱を霧に変えて姿を消す隠密アンドロイド。静かに標的に近づき、回路へ微細な水滴を流し込んで内側からショートさせる。冷たい電子ノイズが響くとき、霧の向こう側で任務の完了を告げる駆動音だけが残る。	OKです。
C422	歯車騎士ウッド	佐怒賀		キャラクター	木	200	200	R		特殊加工の強化木材と青銅の鎧に身を包む騎士。心臓部である、コアには数百年分の戦闘記録が刻まれている。静かに立ち昇る蒸気と共に、主の帰還を待ちながら、秘密基地の最深部で防衛任務を遂行し続けているのだ。	OKです。
C423	鉄塊鬼グレイム	佐怒賀		キャラクター	金	200	200	R		重装甲の魔物を機械化した防衛機。駆動部から漏れる蒸気には有毒な蒸気も混ざっており、侵入者を睡眠へと誘うのだ。かつては森の守護者だったが、今は冷徹な回路に従い、秘密基地の最下層を独りで守り続けている。	OKです。
C424	岩塊の巨像	佐怒賀		キャラクター	土	200	200	R		古い電子基板を埋め込まれた石の魔物。物理的な衝撃を青い電子バリアで分散し、秘密基地の入り口を塞ぎ続ける。蒸気の排熱を地中へ逃がしながら、足元に伝わる微細な振動を解析し、招かれざる客を静かに待ち構える。	OKです。
C425	発光する鉄騎	佐怒賀		キャラクター	光	200	200	R		蒸気と歯車で動く重厚な鎧に、青白い電子回路が脈打つ。秘密基地の最深部を守るこの機体は、確保するまで、侵入者を逃さない。ボイラーの熱気と共に放たれる閃光は、闇を焼き切り、静寂の中に鉄の足音だけを響かせる。	OKです。
C426	切削師・ギリ	佐怒賀		キャラクター	闇	200	200	R		指先から伸びる極細の振動ワイヤーを操る少女。アジトの重厚な鉄扉も、守護者の希望も、その無慈悲な刃は音もなくスライスする。切り口から溢れるのは電子の火花と絶望だけ。彼女が通った後には静寂しか残らない。	OKです。
C427	電熱双剣士・ハヤ	佐怒賀		キャラクター	火	200	200	R		赤熱する双剣を振るい、侵入者の装甲をバターのように溶断する。加速装置から噴き出す蒸気は紅蓮の炎となり、敵の電子回路を焼き切る。守るべき秘密基地のため、彼女の刃は熱を帯び、冷徹な一撃で炭塊へと変えていく。	OKです。
C428	電水鎌・レンゾ	佐怒賀		キャラクター	水	200	200	R		高電圧を帯びた冷却液が、鎌の軌跡を青く染める。レンゾが放つ一撃は、鋼鉄の防壁を容易く切り裂き、敵の電子回路を内部から焼き切るのだ。彼が通った後には、静寂と冷たい霧だけが深く立ち込めているだろう。	OKです。
C429	大楯工・バルカス	佐怒賀		キャラクター	木	200	200	R		樹齢千年の防弾木材で組んだ大盾を構え、電撃弾頭を物理的に弾き返すバルカス。重厚な木目で衝撃を吸収し、背後の演算機を守り抜く。静かに盾を構える彼女の瞳には、大切な居場所を決して譲らない強い意志が宿る。	OKです。
C430	黄金剣・ミリアン	佐怒賀		キャラクター	金	200	200	R		巨大な金色の剣を振るう、アジトの防衛職人。背負ったタンクから蒸気を送り込み、赤熱した刃で敵の装甲を切断するのだ。その一撃は物理的な破壊と同時に、強力なノイズを発生させ、相手の電子機器をも焼き切り孤立無援にさせるのだ。	OKです。
C431	廃塵のギガント	佐怒賀		キャラクター	土	200	200	R		廃棄区画で拾った錆びた歯車と、捨てられたAIを組み合わせた装備を纏うオークの重機兵。回路に砂塵が混じっても、蒸気ピストンを唸らせて地下深くを掘り進む。その剛腕が削り出す道は、秘密の居場所を広げるための生命線となる。	OKです。
C432	白銀の溶接兵	佐怒賀		キャラクター	光	200	200	R		溶接機から眩しいプラズマの光を放つ修理屋のゴブリン。蒸気が渦巻く秘密基地の暗闇で、狂いが生じた歯車を精密に焼き付けていく。その白銀の軌跡は、まるで基地の隅々まで命を繋ぐ一筋の神経細胞のように輝き続ける。	OKです。
C433	鉄屑の捕食者	佐怒賀		キャラクター	闇	200	200	R		磁力で金属を吸い寄せ、巨大な鎧を形成する為に秘密基地の資材を喰らい、核となるコアを隠蔽し続ける。剥き出しの真鍮と配線が脈打つたびにアジトの影は濃くなり、通路を無慈悲に遮断し通せんぼする厄介な魔物である。	OKです。
C434	雷火のスカブ	佐怒賀		キャラクター	火	200	200	R		スクラップの山から生まれた魔物で、壊れたアンドロイドを装甲にし身に纏っている。装甲の一部となっている蓄電池は故障で常に青白い炎を吹き出していて、デジタル信号を喰らっては熱を増幅させる。その熱気が、地下に潜む軍団の鼓動となる。	OKです。
C435	配管蟹シザース	佐怒賀		キャラクター	水	200	200	R		狭いダクト内を縦横無尽に移動し、清掃してくれる蟹。鋭い爪でサビを削り取り、冷却水を循環させて内部を洗浄する。職員の目に触れぬ場所で、蒸気と電子が混在するアジトの動脈を、音もなく守り続けている。	OKです。
C436	散弾士・カリン	佐怒賀		キャラクター	木	200	200	R		木製のショットガンから圧縮蒸気で堅果を射出する防衛者。着弾時に硬質化した木片が飛散し、狭い通路の侵入者を一掃する。天然素材の弾丸は監視網をすり抜け、静かに標的を穿つ。その一撃が、守るべき日常の静寂を維持する。	OKです。
C437	刺突剣・レイフ	佐怒賀		キャラクター	金	200	200	R		液体金属を塗布したレイピアを操る少女。刃のわずかな隙間から液体金属を染み込ませ、内部で瞬時に硬化・膨張させることで機構を物理的に破壊する。最小限の刺突は致命的なシステムエラーを誘発し、いかなる鋼鉄の巨躯も静寂へと沈める。	OKです。
C438	破砕星・ゼン	佐怒賀		キャラクター	土	200	200	R		火薬チップを内蔵したモーニングスターを軽々と振るう少年。着弾の衝撃で強力なノイズを発生させ、敵の通信を遮断する。砂塵と共に現れ、沈黙した電子機器の山を築く彼の歩みは、新たな領域を無慈悲に切り拓いていく。	OKです。
C439	雷震三叉槍・ゼノス	佐怒賀		キャラクター	光	200	200	R		重厚な黄金の三叉槍を構え、蒸気と雷光を自在に操る少年。その一突きは物理的な装甲を貫くだけでなく、鋭い電子信号となって敵のシステムを内側から焼き切る。アジトの静寂を守るため、彼は冷徹に光の刃を振るうのだ。	OKです。
C440	守護兵・ミドル	佐怒賀		キャラクター	闇	200	200	R		黒鉄のハルバードを静かに構え、アジトの最下層へ続く配管を守る少年。刃から放たれる微弱な電流が侵入者を麻痺させ動きを封じ、逃げ場を奪うのだ。闇に紛れて放たれる鋭い一振りは、迷い込んだ者を音もなく深い地の底へと突き落とす。	OKです。
C441	赤熱のサイクロプス	佐怒賀		キャラクター	火	200	200	R		巨大な単眼で暗い通路を照らし、冷え切った機械を自身から漏れ出している熱気で体温で温める心優しき巨人。不器用な大きな手は、凍えた職員を包み込み、冷え切った秘密基地に再び熱を灯す。彼の足跡には、いつも微かな暖かさが残っている。	OKです。
C442	結露の河童	佐怒賀		キャラクター	水	200	200	R		蒸気管の結露を好む変異種。頭の皿は冷却液が流れる回路基盤になっていて。メインサーバーの廃熱を食べて生きるのだ。皿が乾くと動けなくなるため、常に湿った配線室に潜んでいる。その皿には、基地の機密データが映ることもある。	OKです。
C443	噴射する大竹	佐怒賀		キャラクター	木	200	200	R		節々に溜めた高圧蒸気を一気に吐き出し、巨体を弾丸のように加速させる竹の魔物。地中を走る光の根で侵入者の足音を察知し、熱を帯びた鋭い節を連射する。その猛烈な排気音は、静かな森を震わせる警告となる。	OKです。
C444	錆を喰らう羊	佐怒賀		キャラクター	金	200	200	R		湿った蒸気と鉄錆を主食とする魔獣。鋼のように硬い毛束は、秘密基地の崩れた外壁を補強する貴重な建材となる。歩いた跡には再び鋭い金属光沢が戻り、鈍い銀色の輝きが広がる。その毛質は、熟練工をも唸らせる。	OKです。
C445	鉱石喰いの魔物	佐怒賀		キャラクター	土	200	200	R		硬質な岩石を砕く巨大な顎を持つ魔物。好物の鉱石を求めて地下深層を掘り進み、食べた成分によって皮膚の色が変化する。その落とし物は高純度の金属を含んでおり、一攫千金を狙う採掘者たちが密かにその跡を追っている。	OKです。
C446	残光の狙撃手・リィ	佐怒賀		キャラクター	光	200	200	R		スコープ越しに標的のバイナリデータを読み取り、大型狙撃銃から光のレーザーを放つ。蒸気の排熱に紛れ、音もなく敵の動力源を射貫く精密射撃のスペシャリスト。放たれた閃光の残像だけが、彼女がそこにいた証となる。	OKです。
C447	双黒の影人・アキラ	佐怒賀		キャラクター	闇	200	200	R		二つの漆黒ダガーを振るい、立ち込める蒸気の隙間を縫う。刃に刻まれたバグコードが、接触した対象の電子制御を強制停止させる。アキラが白煙と共に駆け抜けた後には、物言わぬ鉄屑と沈黙したシステムだけが残る。	OKです。
C448	火龍・メイリン	佐怒賀		キャラクター	火	250	250	SR		灼熱を纏った、火龍と呼ばれている二つの長剣を愛用していて、彼女は暴走した機械を制圧する暴走対策隊の隊長を務めていて、メイリンの流麗な剣筋は魅入られるほど美しく、まるで踊っているかの様な動きをする。	OKです。
C449	爆蒸銃・イグザヴィア	佐怒賀		キャラクター	水	250	250	SR		電磁レールガンを構え、水圧弾丸を高速射出する。着弾の瞬間に巻き起こる超高温の水蒸気爆発は、分厚い鉄扉を内側から木っ端微塵に吹き飛ばす。イグザヴィアの放つ冷徹な一撃が、静寂の底で熱く激しく弾け飛ぶ。	OKです。
C450	護樹騎士・マキオ	佐怒賀		キャラクター	木	250	250	SR		巨大な霊木の盾で電磁パルスを遮断し、重厚な木槌を振るう前線の守護者。槌から噴き出す蒸気はナノマシンの蔦となり、傷ついた仲間の肉体を瞬時に修復する。静かな闘志を秘め、電子の毒に侵された戦場を浄化する。	OKです。
C451	黄金の大狼	佐怒賀		キャラクター	金	250	250	SR		蒸気の熱を好み、黄金の毛並みを持つ巨大な狼。その牙は鋼鉄すら噛み砕き、唸り声はアジトの深部まで響き渡る。過酷な環境で生き抜く強靭な肉体と、外敵を逃さない鋭い瞳を持つ、地下迷宮に君臨する孤高の捕食者だ。	OKです。
C452	堅壁のバルド	佐怒賀		キャラクター	土	250	250	SR		形状記憶合金を熱い蒸気で膨らませ、巨大な壁を作り出す警備マシン。特殊な土を混ぜた装甲は光線も弾き返す。重量を活かした突進は剛鉄の壁でさえも容易く穴を空ける程強烈だ。静かに座し、基地の安寧を守り続ける鉄の盾。	OKです。
C453	金色雷の麒麟	佐怒賀		キャラクター	光	250	250	SR		蒸気機関の熱を雷へと変換し、金色の体躯を輝かせる。アジトの回路を音速で駆け抜け、情報の淀みを放電で焼き払う姿は、意思を持った金色の雷の様に見える。その蹄は、常に未来の演算結果を刻み続けていく。	OKです。
C454	盲目の審問官	佐怒賀		キャラクター	闇	250	250	SR		視覚を捨て、高感度センサーに特化した闇に潜むアンドロイド。歯車が刻むリズムと蒸気の音から、標的の鼓動や迷いを正確に検知する。一度ロックすれば、冷徹な演算で逃げ道を塞ぎ、音もなく背後から審判を下す。	OKです。
C455	紫炎纏いのイフリート	佐怒賀		キャラクター	火	250	250	SR		蒸気機関の熱暴走と電脳の過負荷が混ざり合い、秘密基地に現れた高熱源体。一万度を超える青紫の火焔は、真鍮の歯車を瞬時に溶かし、鉄格子の隔壁さえも気化させる。物理と情報のすべてを焼き尽くす、静かなる絶望だ。	OKです。
C456	操流・ツクヨミ	佐怒賀		キャラクター	水	250	250	SR		大気中の水分を操る少女。指先で転がす水球は、弾丸を弾く盾となり、時には電子回路を侵食して敵を機能停止に追い込む。静寂の中で舞う水滴が、暗いアジトの深部でシステムの暴走を食い止め、秘密の秩序を守り抜く。	OKです。
C457	木工変装師・ミドリ	佐怒賀		キャラクター	木	250	250	SR		ミドリの指先が触れた端材は、意志を持つように形を変える。真鍮の骨格に木目の皮膚を纏わせ、精巧な偽造兵を造り出す技術。デジタル認証すら潜り抜けるその造形は、静かに境界線を書き換え、敵の目を欺き続ける。	OKです。
C458	黄金騎士・アウラム	佐怒賀		キャラクター	金	250	250	SR		黄金の蒸気鎧を身に纏い、盾と黄金の剣を構える騎士。高度な演算で敵の動きを読み、高圧蒸気で加速させ金剣で一閃する。アジトの心臓部であるサーバー群を守る彼は、侵入者を決して通さない最果ての守護者だ。	OKです。
C459	剛土の拳・トドム	佐怒賀		キャラクター	土	250	250	SR		周囲の土砂を吸い込み、巨大な岩の腕を形成する機能を持ったスーツを着る少年。蒸気シリンダーの圧力で放たれる一撃は、鉄壁のデジタル隔壁さえも粉砕する。重い拳で道を切り拓き、仲間が待つ秘密基地を孤独に守り続けている。	OKです。
C460	超星核・ノヴァリス	佐怒賀		キャラクター	光	250	250	SR		真空管に星の輝きを閉じ込め、爆発の規模と位置を操る少女。蒸気の熱で高めた光を放ち、邪魔なガラクタや電子のゴミを焼き尽くす。ノヴァリスが指差す先に闇は残らず、ただ眩い一閃がすべてを白紙に書き換える。	OKです。
C461	狂破乱のギア	佐怒賀		キャラクター	闇	250	250	SR		大きな亀裂が入った圧力弁から、黒い蒸気が激しく吹き出している。過負荷で赤く焼けた歯車は、制御回路が溶けてもなお、破壊衝動に従い回転を止めない。暴走する鋼鉄の腕が、秘密基地の壁を無慈悲に粉砕し続ける。	OKです。
C462	焔纏う灰被り	佐怒賀		キャラクター	火	250	250	SR		煤けた真鍮の隙間から、高圧の蒸気と青白い炎が吹き出し身に纏っているアンドロイド。廃棄セクターに潜むその機体は、侵入者を感知すると即座に回路を加熱し、超高温の熱線で空間ごと焼き払う。ただ静かに、最深部の秘密を守り続けている。	OKです。
C463	双極のトリトン	佐怒賀		キャラクター	水	250	250	SR		左腕の巨大ポンプから放たれる高圧水流が敵の装甲を砕き、右腕のコイルが青白い電撃を走らせる。交差する二つの力が空中でプラズマを形成し、一瞬ですべてを焼き尽くす。冷徹な演算の果てに、標的は塵へと還る。	OKです。
C464	霧幻の木霊妖精	佐怒賀		キャラクター	木	250	250	SR		霧に紛れて実体化する森の意志。サイバー空間と現実の境界を曖昧にし、侵入者の視界に巨大な原生林の幻影を直接書き込む。その羽ばたきは機械の駆動音を消し去り、静寂の中に古き緑の秩序を再構築する守護者だ。	OKです。
C465	沈黙の金鱗竜	佐怒賀		キャラクター	金	250	250	SR		地下深奥の熱源に鎮座する、翼を持たぬ地竜。金と岩石が混ざり合う皮膚は、あらゆる攻撃を寄せ付けない。この巨躯が発する鼓動は秘密基地の重力を支え、装置の暴走を防ぐ。永き沈黙を守り、アジトの崩壊を食い止める生きた中枢だ。	OKです。
C466	泥濘の掌握者・グラウト	佐怒賀		キャラクター	土	250	250	SR		粘土状のナノマシンを操り、迷路のような通路を瞬時に作り出す。基地の基盤を泥で覆い隠すことで、侵入者の電子信号を完全に遮断する。敵の足元を物理的な沼へと変え、逃げ場を奪いアジトへの侵入を物理的に阻止する。	OKです。
C467	陽光技師・クルカ	佐怒賀		キャラクター	光	250	250	SR		蒸気圧で光を圧縮し、レーザーの鋭利な刃を自在に操る。基地の深層で不要なデータや侵入者を焼き切り、静寂を守るのが仕事。今日も真鍮のパイプから放たれる熱光線が、暗がりに潜むエラーの残骸を鮮やかに消し去っていく。	OKです。
C468	冥鎖工・クロウ	佐怒賀		キャラクター	闇	250	250	SR		重たい鉄鎖に高圧蒸気を注ぎ込み、獲物を逃さない捕縛具を作り上げる。クロウがアジトで鳴らす鎖の音は、触れたデータを電子の深淵へと引きずり込み、二度と戻れない闇の底へ封印する。彼女の仕事に慈悲はない。	OKです。
C469	焼尽の守護者・アグ	佐怒賀		キャラクター	火	250	250	SR		巨大な高圧蒸気砲を背負い、秘密基地の入り口で番人をする。空中に浮かぶホログラムの照準を指先で操り、侵入者の心拍数を読み取る。感情を排した冷徹な演算と、熱風を巻き起こす砲撃の炎で、この場所を外部の干渉から完全に隔離する。	OKです。
C470	冷却魔導師・イシュタ	佐怒賀		キャラクター	水	250	250	SR		鋭利な氷の結晶で作り出す氷の刃は、迷い込んだ侵入者を静かに排除を静かに排除する。彼の指揮する冷却ラインに一切の誤差は許さず、ひたすら氷の結晶を作り続け、基地の安定を脅かすノイズを瞬時に凍結させ排除し平穏を守り続ける。	OKです。
C471	蒸気鱗の龍神	佐怒賀		キャラクター	木	250	250	SR		吐き出す吐息は濃密な蒸気となり、森を隠す結界を生成する。基地の排熱を利用し、生命と回路の境界を曖昧に保つ番人。硬質な鱗を震わせ、侵入者の電子信号を物理的に遮断する。その身は森の隠蔽と循環の要であり、深淵で静かに演算を繰り返している。	OKです。
C472	磁鋼の牡鹿	佐怒賀		キャラクター	金	250	250	SR		巨大な角を揺らし、秘密基地アジトに漂う微細な金属粒子を操る守護者。侵入者が足を踏み入れれば、その装甲を磁力で奪い、身動き一つ取れない檻へと変える。蒸気とデジタルが混ざり合うこの場所で、磁鋼の牡鹿は静かに回路の海を見守っている。	OKです。
C473	泥流の巨鮫	佐怒賀		キャラクター	土	250	250	SR		泥と廃油が混ざり合う地下水脈を、背びれを揺らしながら高速で駆け抜ける。獲物を求めて地中を遊泳するたび、周囲の回路は異常なノイズを上げ、基地の基盤データが物理的に書き換えられていく。その通り道には、電磁的な歪みと黒い汚泥だけが静かに残される。	OKです。
C474	グレアスギア	佐怒賀		キャラクター	光	250	250	SR		鏡面装甲が基地内の光を増幅し、侵入者の網膜を焼き切る。闇に紛れる者を白日の下に晒し、その判断能力を物理的に奪う。侵入者たちが迷宮の奥へ足を踏み入れる前に、すべての視界を遮断して排除する防衛中枢。	OKです。
C475	ヴォールメドX	佐怒賀		キャラクター	闇	250	250	SR		古びた銅線と電子脳を繋ぎ合わせた、基地深部で目覚めを待つ異形の機械。かつて文明を制御していた高純度AIは、いまや周囲に漂う黒い電力を貪り食い、終わりなき再起動を繰り返しながら、忘却された設計図の続きを静かに演算し続けている。	OKです。
C476	焔火舞・リリィ	佐怒賀		キャラクター	火	250	250	SR		暴走する蒸気炉の熱をその掌で受け止め、電脳回路へ送り込む調律師。あふれ出す炎をただの熱源としてではなく、アジトの演算を加速させるための新たな力に変える。彼女が指先で熱を操るたび、基地の歯車たちはまるで歌うように滑らかに回り始める。	OKです。
C477	水刃匠・ソラム	佐怒賀		キャラクター	水	250	250	SR		水流を纏う自作の長刀で、基地内の歪んだ歯車を正確に切断する。演算ユニットと同期した刃は、蒸気と電子が混ざり合う空間で、標的の内部構造を冷徹に見抜く。この場所を狂わせる不要なノイズを排除し、完全な均衡へと導くことが、ここでの役割だ。	OKです。
C478	操植物・リョク	佐怒賀		キャラクター	木	250	250	SR		鋼鉄の蔦を植物のように操り、複雑な歯車の隙間へ緑を這わせる。外敵の侵入経路を瞬時に閉ざし、生体演算で基地の構造を組み替える日々。蒸気とデジタルが混ざり合うこの場所で、彼女は誰にも見つからないように、静かに守り続けている。	OKです。
C479	黄金毒棘・フィリー	佐怒賀		キャラクター	金	250	250	SR		全身に金色の針を纏い、蒸気配管の奥底を駆け抜ける。回路の詰まりを物理的に除去する掃討者。針を振るうたび、猛毒の滴が配管を侵食し、滞っていた蒸気が再び唸りを上げる。この場所で彼に触れることは、すなわち永遠の沈黙を意味する。	OKです。
C480	砂塵・サイハラ	佐怒賀		キャラクター	土	250	250	SR		蒸気で舞い上がらせた微細な砂を操り、侵入者の駆動部を研磨して沈黙させる。アジトを守るために機械の隙間へ入り込み、論理回路を物理的に埋め尽くすのが役目。サハラの砂が舞う場所では、どれほど高度なコードもただの鉄屑へと変わる。	OKです。
C481	鋼鉄の奏者	佐怒賀		キャラクター	光	250	250	SR		蒸気の駆動音をデジタル信号へ変換する。空中に描く光の旋律は、乱れた回路を瞬時に書き換え、システムを最適化していく。この場所の静寂を守るため、奏でられる光は機械たちの鼓動を完璧な調和へと導いていく	OKです。
C482	ヴェイパーアイ	佐怒賀		キャラクター	闇	250	250	SR		蒸気の霧に紛れて浮遊する球体状の監視端末。侵入者の心拍や熱源を瞬時に解析し、基地の防衛網へ情報を流し続ける。死角から伸びる電磁ケーブルが、獲物の回路を強制的にハッキングし、闇の深淵へと引きずり込む。逃げ場はすでに計算し尽くされている。	OKです。
C483	イグニードス	佐怒賀		キャラクター	火	250	250	SR		蒸気圧で過熱する中枢を抱えた機体。演算処理と発熱を同期させ、侵入者の電子回路を焼き切る。秘密基地の深層温度を管理する守護者であり、その周囲には常に熱の余波が漂う。基地が機能を停止しない限り、この炎が消えることはない。	OKです。
C484	氷骸の番人	佐怒賀		キャラクター	水	300	300	SR		全身が凍てつく純水で構成された魔物。蒸気管の隙間に潜み、触れる熱をすべて奪い去っていき。基地を巡る冷却水路を凍らせ、電子信号の奔流を遮断することで、この場所を絶対零度の極寒エリアへと変貌させていく。	OKです。
C485	樹鋼の守護霊	佐怒賀		キャラクター	木	300	300	SR		樹皮の肌に光るグリッドを刻んだ森の守護霊。アジトの基盤となる巨大なネットワークの結節点に座し、無機質な視線で森の成長を観測している。鋼の蔦を操って聖域を管理し、その静寂は森がデジタル生命として進化し続けるための論理的な防衛陣形である。	OKです。
C486	刻印剣・ジークス	佐怒賀		キャラクター	金	300	300	SR		黄金の剣身に刻んだ電子紋様が、蒸気と光を纏い青白く脈動する。彼女が振るう刃は、アジトを狙うハッキングの残滓を物理的に断ち切り、このアジトの心臓部を静寂へと守り抜く。触れれば回路が焼き切れる、冷徹な一太刀。	OKです。
C487	震撃士・メダンテ	佐怒賀		キャラクター	土	300	300	SR		拳を叩きつけ、地響きで敵の電子回路を粉砕する。アジトを守るため、震動を操り大地を支配する。硬い岩盤も、侵入者の足元も、すべてを等しく泥に変えていく。彼女の拳が唸るたび、基地の深部へ続く道は、不穏なノイズと共に沈黙へと塗り替えられていくのだ。	OKです。
C488	閃光刃・タケル	佐怒賀		キャラクター	光	300	300	SR		蒸気と電子が交差するこのアジトで彼は光の短剣を研ぎ、刃の柄に刻んだ回路が持ち主の手と繋がり、意志を伝送する。磨き上げられた刀身が空中で起動し、暗闇を鋭く切り裂く。この切れ味さえあれば、どんな敵の装甲も無力化できる。	OKです。
C489	影踏み・ルクレツィア	佐怒賀		キャラクター	闇	300	300	SR		標的の影に小型磁石を撃ち込み、行動を完全に縛り上げる。闇と一体化するルクレツィアの糸に捕まれば、最後。逃げ場を失い、自分の影に縫い付けられた獲物が絶望に震える姿を、彼は冷徹な眼差しで静かに見守っている。	OKです。
C490	排熱の狩人・ヴェス	佐怒賀		キャラクター	火	300	300	SR		蒸気管の隙間に残る熱の揺らぎから、侵入者の電子信号を見分ける。ヴェスにとって、工房に潜むノイズは全て狩るべき獲物だ。彼が放つ探知波に捕まれば、どんな隠密コードもその熱で焼き切れ、正体を暴かれることになる。	OKです。
C491	ヴォルテクス	佐怒賀		キャラクター	水	300	300	SR		蒸気機関の熱を冷やす巨大な水槽に潜み、侵入者の熱を奪い去る魔物。水路に迷い込んだ異物を冷徹に飲み込み、鋭い氷の礫で静かに排除する。渦を巻いている場所に、もはや回路の温もりやノイズが残ることはない。	OKです。
